Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Capital Expenditures,0.221987,0.230651,0.016975,-0.001807,-0.067291,-0.080661,-0.029585,0.064737,0.045366,0.0634,0.014111,TCS
Levered Free Cash Flow,0.329427,0.176539,0.1573,0.24484,0.448444,0.031055,0.088553,0.280364,0.176537,0.134037,0.189764,TCS
Unlevered Free Cash Flow,0.328435,0.177178,0.156883,0.244527,0.446014,0.032311,0.092867,0.283545,0.179237,0.136727,0.190971,TCS
Dividend per Share,0.355222,0.312843,0.254504,0.225546,0.178445,0.133967,0.110953,0.118059,0.128444,0.139358,0.128881,TCS
,,,,,,,,,,,,TCS
Return on Assets %,0.041382,0.04062,0.032949,0.042159,0.043596,0.03892,0.043846,0.041393,0.04287,0.044003,0.046668,TATACONSUM
Return on Capital %,0.051081,0.04983,0.039814,0.05039,0.051622,0.045008,0.049583,0.047456,0.05069,0.05305,0.059845,TATACONSUM
Return on Equity %,0.082197,0.041619,-0.005503,0.063635,0.0731,0.055729,0.03955,0.060945,0.063605,0.079001,0.070329,TATACONSUM
Return on Common Equity %,0.090161,0.0437,-0.00094,0.062247,0.074536,0.056837,0.043483,0.060438,0.063065,0.076627,0.071154,TATACONSUM
Margin Analysis,,,,,,,,,,,,TATACONSUM
Gross Margin %,0.48564,0.512459,0.445674,0.466139,0.44896,0.438622,0.43115,0.397689,0.42211,0.410447,0.427635,TATACONSUM
SG&A Margin %,0.349014,0.119424,0.223058,0.224308,0.208316,0.198619,0.167798,0.151576,0.090443,0.086771,0.087392,TATACONSUM
EBITDA Margin %,0.097082,0.095969,0.092481,0.113546,0.117725,0.106815,0.125628,0.126875,0.130119,0.127786,0.142655,TATACONSUM
EBITA Margin %,0.080403,0.079316,0.079719,0.100194,0.106255,0.0953,0.114129,0.116786,0.12006,0.117761,0.131863,TATACONSUM
EBIT Margin %,0.080403,0.079316,0.077629,0.097752,0.103434,0.092448,0.107158,0.110624,0.114198,0.112194,0.124808,TATACONSUM
Earnings from Cont. Ops Margin %,0.065847,0.034213,-0.005594,0.067166,0.081679,0.063018,0.047742,0.080198,0.0817,0.095779,0.079929,TATACONSUM
Net Income Margin %,0.062101,0.031003,-0.000832,0.057514,0.072734,0.05629,0.047705,0.073839,0.075312,0.087336,0.07565,TATACONSUM
Net Income Avail. for Common Margin %,0.062101,0.031003,-0.000832,0.057514,0.072734,0.05629,0.047705,0.073839,0.075312,0.087336,0.07565,TATACONSUM
Normalized Net Income Margin %,0.045142,0.045208,0.051491,0.049696,0.059085,0.055137,0.06375,0.061807,0.065808,0.063362,0.073624,TATACONSUM
Levered Free Cash Flow Margin %,-0.0032,0.045289,-0.009975,0.146925,-0.000303,-0.005342,0.075576,0.0904,0.034537,0.074928,0.105487,TATACONSUM
Unlevered Free Cash Flow Margin %,0.003447,0.05138,-0.001506,0.153289,0.002385,-0.001872,0.080104,0.09388,0.037811,0.078652,0.11058,TATACONSUM
Asset Turnover,,,,,,,,,,,,TATACONSUM
Total Asset Turnover,0.823489,0.819406,0.679117,0.690059,0.67439,0.673589,0.654686,0.598683,0.600644,0.627523,0.598277,TATACONSUM
Fixed Asset Turnover,10.232896,9.729376,8.332097,8.915939,8.392537,6.934821,6.85786,7.051255,6.590938,6.347284,6.169665,TATACONSUM
Accounts Receivable Turnover,11.318338,12.583675,10.971022,11.429359,10.982615,10.914112,12.016433,13.764012,15.544828,16.851476,17.914315,TATACONSUM
Inventory Turnover,2.743459,2.479261,2.258432,2.345824,2.58808,2.662265,3.300675,3.528247,3.180254,3.271177,3.181596,TATACONSUM
Short Term Liquidity,,,,,,,,,,,,TATACONSUM
Current Ratio,2.217161,2.008532,1.965567,2.142681,2.84047,3.093983,2.871757,2.277822,2.249144,2.117008,1.199567,TATACONSUM
Quick Ratio,0.8182,0.667028,0.699843,0.894326,1.603738,1.61146,1.853022,1.437401,1.256825,1.233145,0.653547,TATACONSUM
Cash from Ops. to Curr. Liab.,0.242469,0.232387,0.060912,0.473519,0.222714,0.142774,0.546967,0.535269,0.477778,0.372333,0.312817,TATACONSUM
Avg. Days Sales Out.,32.24848,29.00582,33.360534,31.934945,33.23398,33.44276,30.458154,26.518345,23.48045,21.659465,20.430486,TATACONSUM
Avg. Days Inventory Out.,133.043595,147.220925,162.058944,155.595485,141.03089,137.100935,110.886288,103.45049,114.7706,111.5805,115.036362,TATACONSUM
Avg. Days Payable Out.,69.14341,69.657695,71.471382,75.097655,70.2552,59.101165,52.722666,62.31426,89.78927,90.89814,105.47571,TATACONSUM
Avg. Cash Conversion Cycle,96.148665,106.56905,123.948096,112.432775,104.00967,111.44253,88.621776,67.654575,48.46178,42.341825,29.991138,TATACONSUM
Long Term Solvency,,,,,,,,,,,,TATACONSUM
Total Debt/Equity,0.21233,0.207885,0.19061,0.107213,0.132862,0.137582,0.10857,0.10583,0.086937,0.093422,0.199426,TATACONSUM
Total Debt/Capital,0.175142,0.172106,0.160094,0.096831,0.11728,0.120942,0.097937,0.095701,0.079983,0.08544,0.166267,TATACONSUM
LT Debt/Equity,0.155582,0.138787,0.070945,0.062644,0.081584,0.094392,0.073551,0.043299,0.036381,0.033183,0.036011,TATACONSUM
LT Debt/Capital,0.128333,0.114901,0.059587,0.056578,0.072016,0.082976,0.066348,0.039155,0.033471,0.030348,0.030023,TATACONSUM
Total Liabilities/Total Assets,0.322598,0.330412,0.289929,0.252604,0.240891,0.235799,0.194311,0.228517,0.228436,0.249187,0.377746,TATACONSUM
EBIT / Interest Exp.,7.559145,8.138767,5.728932,9.599709,24.043671,16.651515,14.793439,19.871032,21.799969,18.828686,15.31488,TATACONSUM
EBITDA / Interest Exp.,9.127264,9.847496,6.825002,11.150833,27.365745,19.239195,18.026214,23.58879,25.724535,22.172774,18.108537,TATACONSUM
(EBITDA-CAPEX) / Interest Exp.,6.651678,7.546726,5.105643,9.146627,15.123507,12.227769,15.740295,20.326985,21.525119,18.376963,15.407682,TATACONSUM
Total Debt/EBITDA,1.914433,1.725962,2.210181,1.001924,1.331895,1.484823,1.286146,1.085462,0.845981,0.878635,1.549556,TATACONSUM
Net Debt/EBITDA,0.927723,1.004432,1.075959,0.024491,NM,NM,NM,NM,NM,NM,0.34502,TATACONSUM
Total Debt/(EBITDA-CAPEX),2.626937,2.252156,2.954474,1.221466,2.410043,2.336224,1.47293,1.259642,1.011027,1.06012,1.821182,TATACONSUM
Net Debt/(EBITDA-CAPEX),1.272998,1.310653,1.438295,0.029857,NM,NM,NM,NM,NM,NM,0.4055,TATACONSUM
Altman Z Score,3.520713,3.781505,3.499621,4.015261,5.302088,5.498887,4.495066,7.445355,10.203654,9.06551,6.155086,TATACONSUM
Growth Over Prior Year,,,,,,,,,,,,TATACONSUM
Total Revenue,0.052596,0.033056,-0.170646,0.021398,0.006205,0.064326,0.329024,0.203852,0.070965,0.109275,0.103219,TATACONSUM
Gross Profit,0.068805,0.090105,-0.278731,0.068301,-0.030878,0.039818,0.306385,0.110421,0.136731,0.078625,0.149418,TATACONSUM
EBITDA,-0.028233,0.021209,-0.20079,0.254057,0.043233,-0.034311,0.563099,0.215803,0.098348,0.089387,0.23159,TATACONSUM
EBITA,-0.068552,0.019097,-0.166433,0.283732,0.067065,-0.045405,0.591604,0.231882,0.100991,0.088034,0.235323,TATACONSUM
EBIT,-0.068552,0.019097,-0.188294,0.286166,0.064692,-0.048715,0.540491,0.242793,0.105565,0.089812,0.22725,TATACONSUM
Earnings from Cont. Ops.,0.144796,-0.463239,NM,NM,0.223614,-0.178832,0.006849,1.022255,0.09103,0.300425,-0.079341,TATACONSUM
Net Income,0.289107,-0.484262,NM,NM,0.272493,-0.176306,0.126338,0.863341,0.09232,0.286381,-0.044394,TATACONSUM
Normalized Net Income,0.068163,0.034566,-0.055383,-0.014205,0.196283,-0.006785,0.536642,0.167154,0.140292,0.068046,0.281893,TATACONSUM
Diluted EPS before Extra,0.289055,-0.494645,NM,NM,0.272285,-0.176101,-0.228622,0.863341,0.091847,0.282331,-0.053503,TATACONSUM
Accounts Receivable,-0.082161,-0.058468,-0.038404,3.30E-05,0.094235,0.049777,0.356975,-0.17448,0.096975,-0.043933,0.123219,TATACONSUM
Inventory,0.098006,0.070361,0.002282,-0.108072,-0.003201,0.111543,0.063465,0.313738,0.007713,0.191995,0.025051,TATACONSUM
Net PP&E,0.173015,0.012782,-0.075352,-0.013186,0.152198,0.405956,0.299828,0.071594,0.214974,0.099908,0.166865,TATACONSUM
Total Assets,0.136969,-0.048663,0.052541,-0.039775,0.101818,0.032713,0.691477,0.094758,0.042541,0.080195,0.228388,TATACONSUM
Tangible Book Value,0.452142,-0.051878,0.710524,0.061611,0.230362,0.082791,0.132926,0.116671,0.111745,0.175258,NM,TATACONSUM
Common Equity,0.215946,-0.060877,0.13734,0.002934,0.122272,0.042677,0.884266,0.052092,0.041792,0.074942,-0.013512,TATACONSUM
Cash from Ops.,1.439687,-0.009398,-0.72241,5.390757,-0.520265,-0.409782,4.156668,0.530515,-0.084861,-0.035968,0.325322,TATACONSUM
Capital Expenditures,0.136435,-0.12032,-0.138259,-0.105277,1.596569,-0.213311,-0.434675,0.320215,0.297417,0.14052,0.073584,TATACONSUM
Levered Free Cash Flow,NM,NM,NM,NM,NM,NM,NM,0.439978,-0.590841,1.406561,0.553163,TATACONSUM
Unlevered Free Cash Flow,-0.71541,14.398367,NM,NM,-0.984345,NM,NM,0.410886,-0.568656,1.307436,0.551064,TATACONSUM
Dividend per Share,0.046511,0,0,0.044444,0.063829,0,0.08,0.5,0.493827,0.396694,-0.082841,TATACONSUM
Compound Annual Growth Rate Over Two Years,,,,,,,,,,,,TATACONSUM
Total Revenue,0.079488,0.04278,-0.074382,-0.079619,0.013774,0.034858,0.189334,0.264891,0.135466,0.089952,0.106243,TATACONSUM
Gross Profit,0.107477,0.079403,-0.113287,-0.1222,0.017504,0.003848,0.165505,0.204424,0.123499,0.107297,0.113459,TATACONSUM
EBITDA,0.078246,-0.003818,-0.096584,0.001127,0.143798,0.003713,0.228604,0.378558,0.155585,0.093859,0.158309,TATACONSUM
EBITA,0.063569,-0.025713,-0.078324,0.034445,0.170396,0.009265,0.232614,0.400239,0.1646,0.094494,0.159342,TATACONSUM
EBIT,0.063569,-0.025713,-0.090491,0.021758,0.170202,0.006393,0.210556,0.383659,0.172173,0.09766,0.156491,TATACONSUM
Earnings from Cont. Ops.,0.105634,-0.216111,NM,0.289577,NM,0.002394,-0.090719,0.426922,0.485376,0.191135,0.094189,TATACONSUM
Net Income,0.161557,-0.184622,NM,0.25358,NM,0.02379,-0.036798,0.448707,0.426663,0.185386,0.108726,TATACONSUM
Normalized Net Income,0.133338,0.05123,-0.011431,-0.035013,0.085952,0.090031,0.235401,0.339216,0.153645,0.103578,0.170094,TATACONSUM
Diluted EPS before Extra,0.161534,-0.192888,NM,0.253527,NM,0.023833,-0.202794,0.198892,0.426354,0.183262,0.101691,TATACONSUM
Accounts Receivable,0.001943,-0.070389,-0.048489,-0.019374,0.046075,0.071776,0.193534,0.0584,-0.048383,0.024101,0.036278,TATACONSUM
Inventory,0.143762,0.084096,0.035763,-0.054503,-0.057093,0.052609,0.087239,0.181996,0.150596,0.095988,0.105376,TATACONSUM
Net PP&E,0.166078,0.089958,-0.032288,-0.044774,0.066305,0.272769,0.351851,0.180207,0.141035,0.15601,0.132892,TATACONSUM
Total Assets,0.098956,0.04002,0.000661,0.005324,0.028588,0.066706,0.32167,0.360793,0.06833,0.061202,0.151911,TATACONSUM
Tangible Book Value,0.277207,0.173375,0.273494,0.347558,0.142876,0.154221,0.107575,0.124769,0.114206,0.143061,NM,TATACONSUM
Common Equity,0.131825,0.068608,0.03349,0.068025,0.060926,0.081743,0.401671,0.407985,0.046929,0.058237,0.029766,TATACONSUM
Cash from Ops.,0.229305,0.554593,-0.475614,0.33192,0.750963,-0.467883,0.744581,1.809335,0.183484,-0.060732,0.130333,TATACONSUM
Capital Expenditures,0.247277,-0.000151,-0.129335,-0.121923,0.524208,0.429228,-0.333115,-0.136084,0.308767,0.216442,0.106546,TATACONSUM
Levered Free Cash Flow,NM,1.864375,NM,0.657741,NM,NM,NM,NM,-0.232419,-0.007696,0.933334,TATACONSUM
Unlevered Free Cash Flow,0.071844,1.093379,NM,0.589734,NM,NM,5.892566,NM,-0.219886,-0.002353,0.89182,TATACONSUM
Dividend per Share,0.022991,0.022991,0,0.02198,0.054093,0.031421,0.03923,0.272792,0.49691,0.444444,0.131809,TATACONSUM
Compound Annual Growth Rate Over Three Years,,,,,,,,,,,,TATACONSUM
Total Revenue,0.088283,0.063784,-0.033856,-0.043497,-0.051857,0.030352,0.124859,0.194154,0.196632,0.126668,0.094356,TATACONSUM
Gross Profit,0.09529,0.101656,-0.056327,-0.056475,-0.092758,0.024889,0.09598,0.146847,0.181423,0.108337,0.121163,TATACONSUM
EBITDA,0.065682,0.058889,-0.074352,0.007777,0.01497,0.081049,0.163416,0.224322,0.277998,0.133084,0.137967,TATACONSUM
EBITA,0.060755,0.048533,-0.075078,0.029304,0.045207,0.093524,0.174758,0.23237,0.292398,0.138497,0.139556,TATACONSUM
EBIT,0.060755,0.048533,-0.083236,0.02087,0.035874,0.092138,0.15984,0.221208,0.283948,0.14405,0.139261,TATACONSUM
Earnings from Cont. Ops.,0.177232,-0.131037,NM,-0.03715,0.267204,NM,0.003877,0.186891,0.304805,0.420974,0.093135,TATACONSUM
Net Income,0.236245,-0.113858,NM,-0.067653,0.259853,NM,0.056891,0.200169,0.318572,0.37828,0.10323,TATACONSUM
Normalized Net Income,0.105918,0.099409,0.014419,-0.012356,0.036635,0.054115,0.222222,0.21222,0.269324,0.124376,0.160075,TATACONSUM
Diluted EPS before Extra,0.236229,-0.119857,NM,-0.073978,0.259749,NM,-0.068373,0.057982,0.162093,0.376633,0.0984,TATACONSUM
Accounts Receivable,0.045085,-0.018613,-0.059848,-0.032582,0.017121,0.047308,0.159472,0.055518,0.071106,-0.046902,0.056128,TATACONSUM
Inventory,0.12388,0.118752,0.056109,-0.01459,-0.037703,-0.003934,0.056215,0.158029,0.120787,0.164234,0.071813,TATACONSUM
Net PP&E,0.13179,0.11256,0.031808,-0.025962,0.016826,0.169261,0.281726,0.251112,0.191684,0.127158,0.159618,TATACONSUM
Total Assets,0.087942,0.047366,0.044177,-0.013003,0.036511,0.029961,0.2439,0.241237,0.245162,0.072271,0.114236,TATACONSUM
Tangible Book Value,0.256788,0.156455,0.330458,0.198542,0.307302,0.122487,0.147078,0.110599,0.120411,0.134196,NM,TATACONSUM
Common Equity,0.139104,0.063556,0.091044,0.023203,0.085809,0.054808,0.301558,0.273841,0.273481,0.056185,0.033759,TATACONSUM
Cash from Ops.,0.97973,0.143948,-0.124588,0.206754,-0.05234,0.218585,0.134474,0.67009,0.932998,0.10528,0.053497,TATACONSUM
Capital Expenditures,0.262408,0.11024,-0.048486,-0.121389,0.260343,0.222637,0.049141,-0.162634,-0.01067,0.250094,0.166827,TATACONSUM
Levered Free Cash Flow,NM,NM,NM,NM,NM,NM,-0.098716,NM,NM,0.123437,0.152132,TATACONSUM
Unlevered Free Cash Flow,NM,1.60563,NM,2.388763,-0.659246,NM,-0.093965,3.062106,NM,0.119821,0.155743,TATACONSUM
Dividend per Share,0.040042,0.015269,0.015269,0.0146,0.035744,0.035744,0.047366,0.17446,0.342575,0.46273,0.241506,TATACONSUM
Compound Annual Growth Rate Over Five Years,,,,,,,,,,,,TATACONSUM
Total Revenue,0.098022,0.066354,0.020042,0.00392,-0.015079,-0.012893,0.038116,0.11844,0.12909,0.151328,0.159622,TATACONSUM
Gross Profit,0.079547,0.071988,0.006539,0.005972,-0.02746,-0.032793,0.002859,0.093246,0.106906,0.13086,0.153754,TATACONSUM
EBITDA,0.03271,0.017894,-0.002457,0.035394,0.007413,0.006149,0.095561,0.191454,0.160277,0.170367,0.228705,TATACONSUM
EBITA,0.028402,0.011392,0.002768,0.042875,0.01624,0.021241,0.116483,0.207196,0.170684,0.17525,0.237435,TATACONSUM
EBIT,0.028402,0.011392,-0.002548,0.03774,0.010785,0.015054,0.102499,0.200544,0.164758,0.170202,0.231361,TATACONSUM
Earnings from Cont. Ops.,-0.09874,-0.084976,NM,0.017606,0.045706,-0.021523,0.109653,NM,0.174202,0.188587,0.216086,TATACONSUM
Net Income,-0.072628,-0.086839,NM,0.018036,0.058609,-0.032099,0.131564,NM,0.191644,0.194234,0.230246,TATACONSUM
Normalized Net Income,0.136528,-0.000831,0.057393,0.043528,0.042448,0.027391,0.111984,0.16004,0.194315,0.167536,0.22866,TATACONSUM
Diluted EPS before Extra,-0.072635,-0.090553,NM,0.013878,0.054251,-0.036028,0.049056,NM,0.104679,0.106418,0.137544,TATACONSUM
Accounts Receivable,0.077761,0.034605,0.006599,-0.018917,-0.01883,0.007883,0.08432,0.051731,0.071374,0.042837,0.057036,TATACONSUM
Inventory,0.153227,0.120143,0.087768,0.045934,0.009282,0.011759,0.010452,0.066644,0.093001,0.132802,0.114597,TATACONSUM
Net PP&E,0.073107,0.076819,0.063061,0.046735,0.045471,0.08404,0.139514,0.173627,0.223479,0.212167,0.16781,TATACONSUM
Total Assets,0.026544,0.029834,0.052152,0.030343,0.037913,0.01814,0.142336,0.151356,0.170452,0.165821,0.206989,TATACONSUM
Tangible Book Value,0.288441,0.176244,0.263444,0.229409,0.251989,0.180613,0.223418,0.123399,0.133814,0.123472,NM,TATACONSUM
Common Equity,0.098719,0.080873,0.095622,0.065341,0.078896,0.046229,0.202571,0.183977,0.193013,0.182776,0.169744,TATACONSUM
Cash from Ops.,0.193482,0.245127,0.163655,0.215724,0.15515,-0.130291,0.209673,0.701982,0.15383,0.326661,0.55963,TATACONSUM
Capital Expenditures,0.218278,0.147805,0.088079,0.010796,0.14886,0.067379,-0.022957,0.064062,0.14616,-0.027732,0.034648,TATACONSUM
Levered Free Cash Flow,NM,-0.261423,NM,NM,NM,NM,0.150069,NM,-0.154786,NM,NM,TATACONSUM
Unlevered Free Cash Flow,NM,-0.250836,NM,1.138343,-0.295626,NM,0.134532,NM,-0.146605,1.31655,NM,TATACONSUM
Dividend per Share,0.051547,0.023836,0.023836,0.017949,0.030624,0.021296,0.037137,0.124746,0.208196,0.275802,0.253927,TATACONSUM
,,,,,,,,,,,,TATACONSUM
Return on Assets %,0.070912,0.069308,0.048285,0.036382,0.02435,0.007387,0.000564,0.016773,0.0039,0.018528,0.062453,TATAMOTORS
Return on Capital %,0.124854,0.121973,0.086077,0.067525,0.044748,0.013087,0.000974,0.028196,0.00654,0.031559,0.110368,TATAMOTORS
Return on Equity %,0.270118,0.21037,0.145128,0.111685,0.117711,-0.366717,-0.192226,-0.221934,-0.211571,0.051147,0.422004,TATAMOTORS
Return on Common Equity %,0.271036,0.210545,0.144596,0.11091,0.117127,-0.370499,-0.195863,-0.227362,-0.229269,0.05372,0.482173,TATAMOTORS
Margin Analysis,,,,,,,,,,,,TATAMOTORS
Gross Margin %,0.314816,0.445191,0.454143,0.444313,0.423968,0.411993,0.427069,0.417611,0.406845,0.398685,0.438269,TATAMOTORS
SG&A Margin %,0.15998,0.126909,0.13884,0.13723,0.134431,0.138727,0.145417,0.128237,0.128108,0.114722,0.118072,TATAMOTORS
EBITDA Margin %,0.118737,0.146778,0.101592,0.091916,0.078315,0.053279,0.041968,0.079569,0.047645,0.062893,0.110847,TATAMOTORS
EBITA Margin %,0.095117,0.12209,0.07215,0.058384,0.041088,0.012955,0.001422,0.036041,0.007897,0.028789,0.081026,TATAMOTORS
EBIT Margin %,0.095115,0.096005,0.071492,0.057786,0.040353,0.012473,0.001085,0.035736,0.007549,0.028565,0.080632,TATAMOTORS
Earnings from Cont. Ops Margin %,0.060345,0.04873,0.03581,0.028002,0.031123,-0.094937,-0.045762,-0.053624,-0.040612,0.007774,0.07263,TATAMOTORS
Net Income Margin %,0.06009,0.048431,0.035445,0.027624,0.030772,-0.095274,-0.046128,-0.053849,-0.041089,0.006978,0.071699,TATAMOTORS
Net Income Avail. for Common Margin %,0.06009,0.048431,0.035445,0.027624,0.030772,-0.095274,-0.046128,-0.053849,-0.041089,0.006978,0.071699,TATAMOTORS
Normalized Net Income Margin %,0.052588,0.047019,0.03398,0.02165,0.02382,-0.004215,-0.020683,0.006514,-0.015521,0.001723,0.040019,TATAMOTORS
Levered Free Cash Flow Margin %,-0.01711,0.010076,-0.022298,-0.000311,-0.048783,-0.039085,-0.042811,0.035871,-0.008517,0.007931,0.038899,TATAMOTORS
Unlevered Free Cash Flow Margin %,-0.006127,0.0224,-0.011228,0.007758,-0.040867,-0.029798,-0.027788,0.054058,0.010372,0.024531,0.051293,TATAMOTORS
Asset Turnover,,,,,,,,,,,,TATAMOTORS
Total Asset Turnover,1.192867,1.155082,1.080626,1.007366,0.965481,0.947653,0.831635,0.750983,0.826583,1.037846,1.23928,TATAMOTORS
Fixed Asset Turnover,5.297353,4.709697,4.204952,3.945519,3.656108,3.53522,3.00928,2.667812,3.000205,3.827543,4.818116,TATAMOTORS
Accounts Receivable Turnover,21.624918,22.686036,20.488906,19.319409,16.816315,15.211378,16.88931,20.348617,21.539969,23.435506,24.995902,TATAMOTORS
Inventory Turnover,6.6049,5.198318,4.770204,4.428432,4.357873,4.384571,3.921111,3.956125,4.631109,5.474907,5.556519,TATAMOTORS
Short Term Liquidity,,,,,,,,,,,,TATAMOTORS
Current Ratio,1.037779,1.014823,1.029738,1.004239,0.949401,0.848572,0.851433,0.931146,0.97541,0.97743,0.969905,TATAMOTORS
Quick Ratio,0.632431,0.637002,0.688067,0.664377,0.588217,0.54171,0.541224,0.651878,0.683946,0.652131,0.619845,TATAMOTORS
Cash from Ops. to Curr. Liab.,0.391432,0.36441,0.350956,0.261172,0.166579,0.129871,0.18962,0.183839,0.094787,0.228269,0.391179,TATAMOTORS
Avg. Days Sales Out.,16.87833,16.088835,17.862996,18.892765,21.70509,23.9951,21.670494,17.937195,16.945125,15.57455,14.642196,TATAMOTORS
Avg. Days Inventory Out.,55.26173,70.214685,76.726044,82.421745,83.756185,83.24628,93.340614,92.26178,78.81445,66.667615,65.868288,TATAMOTORS
Avg. Days Payable Out.,112.546655,140.547995,143.884116,142.544545,135.052555,146.757375,162.984192,166.919975,142.33029,112.82953,115.788492,TATAMOTORS
Avg. Cash Conversion Cycle,-40.4,-54.2,-49.3,-41.2,-29.6,-39.5,-48,-56.7,-46.6,-30.6,-35.3,TATAMOTORS
Long Term Solvency,,,,,,,,,,,,TATAMOTORS
Total Debt/Equity,0.946169,1.330463,0.936328,1.391647,0.973123,1.819015,2.023271,2.565169,2.977242,2.488868,1.171499,TATAMOTORS
Total Debt/Capital,0.48617,0.5709,0.483558,0.581878,0.493189,0.645266,0.669232,0.719508,0.748569,0.713374,0.539488,TATAMOTORS
LT Debt/Equity,0.685486,0.988995,0.657783,1.036129,0.637807,1.169202,1.384812,1.733975,2.071023,1.747099,0.729994,TATAMOTORS
LT Debt/Capital,0.352223,0.424376,0.339706,0.433228,0.323247,0.414755,0.458051,0.486365,0.520718,0.500763,0.33617,TATAMOTORS
Total Liabilities/Total Assets,0.699888,0.762441,0.706854,0.786249,0.710418,0.802396,0.801652,0.834404,0.84852,0.836053,0.741971,TATAMOTORS
EBIT / Interest Exp.,5.41277,4.86891,4.036422,4.475087,3.185985,0.83941,0.045149,1.228063,0.249792,1.075498,4.066168,TATAMOTORS
EBITDA / Interest Exp.,6.757054,7.443899,5.735829,7.118117,6.18322,3.585413,1.923494,2.895615,1.709033,2.488536,5.738032,TATAMOTORS
(EBITDA-CAPEX) / Interest Exp.,0.164005,4.163092,2.40606,2.50586,0.813895,NM,NM,1.275618,0.634955,1.473288,4.243952,TATAMOTORS
Total Debt/EBITDA,2.259628,1.940063,2.616762,3.283079,4.081625,6.849728,10.684632,6.924802,10.366787,5.99717,2.248548,TATAMOTORS
Net Debt/EBITDA,0.837311,0.751375,0.82767,1.234912,1.9547,4.276678,6.981176,3.797537,5.98492,3.58848,1.060166,TATAMOTORS
Total Debt/(EBITDA-CAPEX),93.097105,3.468968,6.238125,9.325878,31.008401,NM,NM,15.719098,27.903043,10.12984,3.040147,TATAMOTORS
Net Debt/(EBITDA-CAPEX),34.497406,1.343511,1.973092,3.507877,14.849999,NM,NM,8.620299,16.108895,6.061313,1.433397,TATAMOTORS
Altman Z Score,2.093717,2.318523,1.980892,1.911389,1.61796,1.308581,1.013505,0.963496,1.249565,1.548694,2.23147,TATAMOTORS
Growth Over Prior Year,,,,,,,,,,,,TATAMOTORS
Total Revenue,0.233276,0.137691,0.02121,-0.002446,0.082487,0.035777,-0.135112,-0.045422,0.114729,0.242458,0.265808,TATAMOTORS
Gross Profit,0.322932,0.608844,0.041746,-0.02404,0.03292,0.006523,-0.103464,-0.066561,0.085991,0.217539,0.391484,TATAMOTORS
EBITDA,0.316479,0.406368,-0.293175,-0.097454,-0.077689,-0.295344,-0.318725,0.809821,-0.332505,0.640085,1.230928,TATAMOTORS
EBITA,0.302946,0.460319,-0.396505,-0.192779,-0.23819,-0.673416,-0.905054,23.190638,-0.755747,3.529458,2.562489,TATAMOTORS
EBIT,0.303116,0.148334,-0.239532,-0.193684,-0.24409,-0.679829,-0.924752,30.433184,-0.764501,3.700961,2.573066,TATAMOTORS
Earnings from Cont. Ops.,0.408387,-0.081295,-0.249533,-0.219946,0.203108,NM,NM,NM,NM,NM,10.824642,TATAMOTORS
Net Income,0.41429,-0.083047,-0.252612,-0.22256,0.205859,NM,NM,NM,NM,NM,12.005517,TATAMOTORS
Normalized Net Income,0.385332,0.017222,-0.26199,-0.364406,0.190955,NM,NM,NM,NM,NM,28.392751,TATAMOTORS
Diluted EPS before Extra,0.416192,-0.093888,-0.280609,-0.22632,0.20585,NM,NM,NM,NM,NM,11.997474,TATAMOTORS
Accounts Receivable,-0.035163,0.189609,0.081831,0.034315,0.413323,-0.045033,-0.411854,0.136902,-0.018256,0.317451,0.099687,TATAMOTORS
Inventory,0.29634,0.073391,0.114944,0.075015,0.201004,-0.074136,-0.039906,-0.03653,-0.023505,0.156498,0.172563,TATAMOTORS
Net PP&E,0.371082,0.212959,0.086767,0.041412,0.289896,-0.098353,0.142927,0.018867,-0.035899,-0.015946,0.027426,TATAMOTORS
Total Assets,0.291234,0.084817,0.097797,0.044871,0.210393,-0.072902,0.04859,0.065206,-0.036447,0.016518,0.102899,TATAMOTORS
Tangible Book Value,1.130273,-0.187747,0.806238,-0.454079,1.458985,-0.528788,-0.046962,0.218823,-0.124095,-0.055366,0.840651,TATAMOTORS
Common Equity,0.743043,-0.142394,0.357218,-0.239627,0.643555,-0.369372,0.048172,-0.12416,-0.193414,0.017067,0.873668,TATAMOTORS
Cash from Ops.,0.631177,0.010759,0.025483,-0.19407,-0.21,-0.208182,0.40984,0.088896,-0.507498,1.47766,0.919163,TATAMOTORS
Capital Expenditures,0.430087,-0.364742,-0.069,0.007395,0.236044,-0.123123,-0.177983,-0.177631,-0.232366,0.032028,0.390808,TATAMOTORS
Levered Free Cash Flow,NM,NM,NM,NM,NM,NM,NM,NM,NM,NM,5.207893,TATAMOTORS
Unlevered Free Cash Flow,NM,NM,NM,NM,NM,NM,NM,NM,-0.786105,1.938398,1.646685,TATAMOTORS
Dividend per Share,0,,,,,,,,,,0.5,TATAMOTORS
Compound Annual Growth Rate Over Two Years,,,,,,,,,,,,TATAMOTORS
Total Revenue,0.185553,0.18452,0.077878,0.009313,0.039153,0.058875,-0.053516,-0.091372,0.031551,0.176862,0.254079,TATAMOTORS
Gross Profit,0.265814,0.458901,0.294607,0.008316,0.004036,0.019637,-0.050061,-0.085198,0.00683,0.149886,0.301609,TATAMOTORS
