Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Accumulated Depreciation,-149138,-162106.6,-178998,-204873.1,-224018.3,-250007.4,-277475.3,-307116.1,-337072.3,-366053.3,-394837.3,SBIN
"Net Property, Plant & Equipment",105597.8,123793,152556.8,509407.4,412257.9,407030.5,400781.7,401667.9,395100.3,444073.8,447081.8,SBIN
Goodwill,9483.5,9452.2,9452.2,9434.2,17340.7,17340.7,15499.9,15499.9,15500.2,15383.6,14059.6,SBIN
Accrued Interest Receivable,188390.3,209489.3,214284.8,256110.6,280024.1,290471.7,293445.8,327708.5,370438.6,433812.1,508411.9,SBIN
Restricted Cash,992464.6,1265339.1,1426375.4,1460763.5,1349734.3,1582184.6,1466335.1,1898072.9,2965252.1,2256926.3,2067666.9,SBIN
Other Current Assets,138579,540806.8,757444.8,800049.1,1133720.7,1629452.5,1982433.7,2105288.4,2182684.2,2354809.3,2949852.5,SBIN
"Deferred Tax Assets, LT",9392.8,9495,11616.6,49233.8,118377,109831.9,35001.9,72448,67452.3,111363.8,121407,SBIN
Other Real Estate Owned And Foreclosed,258.6,241.7,522.1,342,304.1,236.6,145.4,105,115.2,9.9,53.5,SBIN
Other Long-Term Assets,264858,565823.6,767004.8,852990.1,810402.2,713920.6,678507.8,1099404.8,882834.2,1191511.7,1082989.8,SBIN
Total Assets,23964953,27001100.2,30734831.5,34451215.6,36164445.6,38884642,41974923.4,48456185.5,53608835.3,59544183.2,67337788,SBIN
LIABILITIES,,,,,,,,,,,,SBIN
Interest Bearing Deposits,16979065.1,18998953.9,20831777.7,24109279.6,25311420.1,27327457.3,30447323.2,34260531.8,38076792,41628021.6,46572599.1,SBIN
Non-Interest Bearing Deposits,1409458.4,1530654,1706797.9,1888827.1,1910362.7,2077953.3,2294283.1,2892780.6,2797314,3057333.5,3092775.8,SBIN
Total Deposits,18388523.6,20529607.9,22538575.6,25998106.6,27221782.8,29405410.6,32741606.2,37153312.4,40874106,44685355.1,49665374.9,SBIN
Curr. Port. of Leases,,,,,124.9,185.5,337.3,427.2,544.3,532.6,545.1,SBIN
Long-Term Debt,2237597.1,2446634.7,3613993.9,3363656.6,3690793.4,4137476.6,3329006.7,4337962.1,4491597.8,5211519.5,6396095,SBIN
Long-Term Leases,,,,,428.7,571.9,1155.6,1095.7,1642.5,2361.3,2738.9,SBIN
Accrued Interest Payable,205974.5,255632,298330.4,156643.2,159960.1,142329.6,154770.9,153091.6,179906.2,274950.3,328616.1,SBIN
Other Current Liabilities,263049.3,649965.4,609931,674591.5,674016.5,456498.3,269855.3,177794.4,358683.1,319902.3,173180.2,SBIN
"Def. Tax Liability, Non-Curr.",39126.7,26672.2,29308.9,33620.5,53.9,41.7,66.1,37.1,56.9,38,232.1,SBIN
Other Non-Current Liabilities,1307885,1423741.4,1776093.9,1987869.2,2067913.4,2336801.2,2888085.8,3780590.2,4534343.8,5331844.7,6465434.4,SBIN
Total Liabilities,22442156.2,25332253.6,28866233.8,32214487.6,33815073.7,36479315.4,39384884,45604310.7,50440880.6,55826503.8,63032216.7,SBIN
Common Stock,7465.7,7465.7,7762.8,7973.5,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,SBIN
Additional Paid In Capital,414446.9,414446.9,497694.8,554232.3,791242.2,791154.7,791154.7,791154.7,791154.7,791154.8,791154.8,SBIN
Retained Earnings,959190.9,1096145.7,1185047.5,1150576.6,1095001.1,1124211.2,1220025,1432030.9,1672067.5,2082153.9,2640177.7,SBIN
Treasury Stock,,,,,,,,,,,,SBIN
Comprehensive Inc. and Other,92601.9,95817.1,115418.6,459139,408051.6,420666.1,490497,523505.4,583733.6,707079.9,709134.6,SBIN
Total Common Equity,1473705.4,1613875.4,1805923.7,2171921.5,2303219.5,2344956.6,2510601.2,2755615.6,3055880.5,3589313.2,4149391.7,SBIN
Minority Interest,49091.5,54971.2,62674,64806.5,46152.5,60369.9,79438.2,96259.2,112074.2,128366.2,156179.6,SBIN
Total Equity,1522796.9,1668846.6,1868597.7,2236727.9,2349371.9,2405326.5,2590039.5,2851874.8,3167954.7,3717679.4,4305571.3,SBIN
Total Liabilities And Equity,23964953,27001100.2,30734831.5,34451215.6,36164445.6,38884642,41974923.4,48456185.5,53608835.3,59544183.2,67337788,SBIN
Supplemental Items,,,,,,,,,,,,SBIN
Total Shares Out. on Filing Date,7465.7,7465.7,7762.8,7973.5,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,SBIN
Total Shares Out. on Balance Sheet Date,7465.7,7465.7,7762.8,7973.5,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,8924.6,SBIN
Book Value/Share,197.4,216.2,232.6,272.4,258.1,262.8,281.3,308.8,342.4,402.2,464.9,SBIN
Tangible Book Value,1464221.9,1604423.2,1796471.5,2162487.3,2285878.8,2327615.9,2495101.4,2740115.7,3040380.2,3573929.6,4135332.1,SBIN
Tangible Book Value/Share,196.1,214.9,231.4,271.2,256.1,260.8,279.6,307,340.7,400.5,463.4,SBIN
Average Assets,,,,,,,,,,,,SBIN
Average Loans,,,,,,,,,,,,SBIN
Total Debt,2237597.1,2446634.7,3613993.9,3363656.6,3691347,4138234,3330499.6,4339485,4493784.6,5214413.4,6399379,SBIN
Cash Deposits Int. Bearing,,441935,169350.1,868552.1,146937.1,266265.8,566033.7,688532.1,772070.9,253308,529834,SBIN
Debt Equiv. of Unfunded Proj. Benefit Obligation,36898.8,65800.8,113744.2,93929.2,125482,137240.2,222290.3,300678.6,277284.3,362579.4,535685.4,SBIN
Net Debt,1558448.2,1827163.3,2994774.7,2092448.6,3088190.2,3465295.9,2253682.1,2760487.5,3469985.5,4288220.6,5201322.9,SBIN
Equity Method Investments,20461.3,761.8,912.6,1105.6,1137.5,1363.4,1476.4,1456.3,1588.1,1760.2,1770.2,SBIN
Full Time Employees,222033,213238,207739,209567,264041,257252,249448,245652,244250,235858,232296,SBIN
Number of Branches,22155,23066,23770,24204,,,,,22493,22640,22783,SBIN
"Assets on Oper. Lease, Gross",3388.5,3251.3,1178.1,1126.8,1200.2,1550.9,2403.9,2888.6,3979.4,5059,6217.8,SBIN
"Assets on Oper. Lease, Accum. Depr.",-3266.1,-3064.9,-1015.3,-1015.1,-665.6,-821.2,-954.9,-1311.3,-1702.8,-1758.5,-2551.2,SBIN
Filing Date,,,,,,,,,,,,SBIN
Restatement Type,,,,,,,,,,,,SBIN
Calculation Type,,,,,,,,,,,,SBIN
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,SBIN
,,,,,,,,,,,,SBIN
Cash And Equivalents,75901.5,109980.4,80751.4,86628,79253.7,70623,56766.1,62730.3,45082.5,46237.3,105206.8,SUNPHARMA
Short Term Investments,19984.6,21174.3,58042.9,66882.7,60516.5,35582.9,48595.1,32591.5,44694.5,60040.8,85845.4,SUNPHARMA
Trading Asset Securities,,,,,,5621.2,4036.8,310,36770.9,45022,,SUNPHARMA
Total Cash & ST Investments,95886.1,131154.7,138794.3,153510.7,139770.2,111827.1,109398,95631.8,126547.9,151300.1,191052.2,SUNPHARMA
Accounts Receivable,22012.3,51071.3,67756.6,72026.1,78152.8,88842,94212.4,90978.9,105034.5,114567.9,112493.7,SUNPHARMA
Other Receivables,1292,1680,2225.7,2759.3,5096.4,8694.4,9409.6,7366.2,4009.2,4636,,SUNPHARMA
Notes Receivable,4818.6,10499.6,10715.5,10190.8,914.3,3093.5,1483.8,560.1,1699.7,413.2,650.2,SUNPHARMA
Total Receivables,28122.9,63250.9,80697.8,84976.2,84163.5,100629.9,105105.8,98905.2,110743.4,119617.1,113143.9,SUNPHARMA
Inventory,32589.9,58508.8,68648.1,77351.2,68806.9,82624,82692.2,93618,92391.6,109683.2,98682.9,SUNPHARMA
Prepaid Exp.,1508.1,2727.3,2537.3,2601.6,1212.2,1694.8,1857.5,2787,2862.2,3717.7,,SUNPHARMA
Other Current Assets,28757.6,33515.8,8735.5,11096.8,22406.2,13916.1,17488.1,13478.8,16100.9,14515.3,31870.8,SUNPHARMA
Total Current Assets,186864.6,289157.5,299413,329536.5,316359,310691.9,316541.6,304420.8,348646,398833.4,434749.8,SUNPHARMA
"Gross Property, Plant & Equipment",72301.1,145686.7,135067.1,149641.8,163109.2,176662.6,191431.3,202101.8,212064.5,229763.6,,SUNPHARMA
Accumulated Depreciation,-28903.9,-60617.2,-47201.1,-49041.3,-57174.2,-67280.5,-79167.9,-90386.7,-100375.6,-116226.3,,SUNPHARMA
"Net Property, Plant & Equipment",43397.2,85069.5,87866,100600.5,105935,109382.1,112263.4,111715.1,111688.9,113537.3,113000.5,SUNPHARMA
Long-term Investments,7875.6,5988.7,18792.1,14197.6,30522.5,39518.1,52457.5,64823.9,49592.1,54574.8,64412.3,SUNPHARMA
Goodwill,29123.2,50611.6,56347.4,55362.2,56067.1,59557.7,64814.6,62876.4,65912.8,87127.1,85989.5,SUNPHARMA
Other Intangibles,4067.8,11529.7,36263.6,48802.8,51176,63537.1,63594.5,56606.6,61917.9,93268.4,86662.6,SUNPHARMA
Accounts Receivable Long-Term,320.2,389.3,,,,,434.1,305.5,193.7,108.3,,SUNPHARMA
Loans Receivable Long-Term,935.6,1469.9,1073.2,698.1,22424.7,170.4,7.9,7.1,7.1,6.1,8.5,SUNPHARMA
"Deferred Tax Assets, LT",11866.9,18269.5,31489.9,24928.2,24073.3,25548.7,31752.9,35564.4,28495.8,31642.4,41036.5,SUNPHARMA
"Deferred Charges, LT",1.1,,,,,,,,,,,SUNPHARMA
Other Long-Term Assets,9256,25499.3,24057.5,39976.5,38605.9,38532.1,40658.1,40347.5,31623.4,28338.1,28769.1,SUNPHARMA
Total Assets,293708.2,487985,555302.7,614102.4,645163.5,646938.1,682524.6,676667.3,698077.7,807435.9,854628.8,SUNPHARMA
LIABILITIES,,,,,,,,,,,,SUNPHARMA
Accounts Payable,13282.6,32865.4,35829.2,43953.9,47662,41478.7,35836.4,39736.6,44897.6,56815.2,56533,SUNPHARMA
Accrued Exp.,1121,2037.5,2070.7,2604.4,3092.3,4661.4,10236.5,11971.9,14832.7,15127.3,,SUNPHARMA
Short-term Borrowings,24432,62391.2,52061.2,66549.2,79797,83707.6,55493.8,24449,4685.2,59582.6,,SUNPHARMA
Curr. Port. of LT Debt,718.5,13975.8,1770.7,17368.2,6106.3,5860.9,6438.6,4238.8,2322.5,2396.2,28443.6,SUNPHARMA
Curr. Port. of Leases,,21.9,32.7,39.5,228.5,349,927.2,1016.7,1078.2,1280.8,1256.9,SUNPHARMA
Curr. Income Taxes Payable,3142.6,7361.4,2472.1,1471.2,1328.3,1269.4,2020.3,1790.8,1756.2,3087.1,4117,SUNPHARMA
"Unearned Revenue, Current",13,15.8,,13.4,48.4,2206.5,1717.2,1671,1930.1,1567.2,,SUNPHARMA
Other Current Liabilities,17186.2,42799.1,37203,46870.4,60380.4,33862.7,44394.3,76581.5,100582,59213.6,79493.5,SUNPHARMA
Total Current Liabilities,59895.9,161468.1,131439.6,178870.2,198643.2,173396.2,157064.3,161456.3,172084.5,199070,169844,SUNPHARMA
Long-Term Debt,484.7,13682,30387.2,13698.3,16687.5,14228.7,17776.1,6547.1,2299.2,,,SUNPHARMA
Long-Term Leases,2,2.2,715.8,662.5,1033.4,997.4,2513.1,2434.2,2517.9,5599.1,3036.2,SUNPHARMA
"Unearned Revenue, Non-Current",88.6,219.7,467,105.7,120.7,5587.7,7592.7,7185.5,6187.5,5698.7,,SUNPHARMA
Pension & Other Post-Retire. Benefits,177.2,1894.6,2353.9,3146.3,2219,2358.3,2950.2,2886.2,3433.5,3261.9,,SUNPHARMA
"Def. Tax Liability, Non-Curr.",2756.7,753.1,1027.7,3147.9,2189.6,1042.8,581.4,445.1,318.6,316.9,1550.6,SUNPHARMA
Other Non-Current Liabilities,25841.8,25072.5,18234.2,10166.2,2287.4,2101,2799.9,914.6,575.4,334.6,9138.3,SUNPHARMA
Total Liabilities,89246.9,203092.2,184625.4,209797.1,223180.8,199712.1,191277.7,181869,187416.6,214281.2,183569.1,SUNPHARMA
Common Stock,2071.2,2071.2,2406.6,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,SUNPHARMA
Additional Paid In Capital,14218,18220.3,18585.2,11894.6,11929.1,11932.9,11874.1,11874.1,11874.1,11874.1,,SUNPHARMA
Retained Earnings,148801.6,204543.6,287209.5,342036,355358.6,369130.4,389052,401887.4,412363,472009,,SUNPHARMA
Treasury Stock,,,,,,,,,,,,SUNPHARMA
Comprehensive Inc. and Other,20158.7,31545.8,21623.5,10066.8,13454.1,30628,49319.1,48467,53475.8,73671.4,634268.2,SUNPHARMA
Total Common Equity,185249.5,256380.9,329824.8,366396.7,383141.1,414090.6,452644.5,464627.8,480112.2,559953.8,636667.5,SUNPHARMA
Minority Interest,19211.8,28511.9,40852.5,37908.6,38841.6,33135.4,38602.4,30170.5,30548.9,33200.9,34392.2,SUNPHARMA
Total Equity,204461.3,284892.8,370677.3,404305.3,421982.7,447226,491246.9,494798.3,510661.1,593154.7,671059.7,SUNPHARMA
Total Liabilities And Equity,293708.2,487985,555302.7,614102.4,645163.5,646938.1,682524.6,676667.3,698077.7,807435.9,854628.8,SUNPHARMA
Supplemental Items,,,,,,,,,,,,SUNPHARMA
Total Shares Out. on Filing Date,2071.2,2071.2,2406.6,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2391.5,SUNPHARMA
Total Shares Out. on Balance Sheet Date,2071.2,2071.2,2406.6,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2399.3,2391.5,SUNPHARMA
Book Value/Share,89.4,123.8,137,152.7,159.7,172.6,188.7,193.6,200.1,233.4,266.2,SUNPHARMA
Tangible Book Value,152058.5,194239.6,237213.8,262231.7,275898,290995.8,324235.4,345144.8,352281.5,379558.3,464015.4,SUNPHARMA
Tangible Book Value/Share,73.4,93.8,98.6,109.3,115,121.3,135.1,143.9,146.8,158.2,194,SUNPHARMA
Total Debt,25637.2,90073.1,84967.6,98317.7,103852.7,105143.6,83148.8,38685.8,12903,68858.7,32736.7,SUNPHARMA
Net Debt,-70248.9,-41081.6,-53826.7,-55193,-35917.5,-6683.5,-26249.2,-56946,-113644.9,-82441.4,-158315.5,SUNPHARMA
Debt Equiv. of Unfunded Proj. Benefit Obligation,0.6,1303.8,1507.9,2286.4,1261.1,978.9,1604.2,1597.3,1993.4,2077.9,,SUNPHARMA
Debt Equivalent Oper. Leases,4096,11654.4,10825.6,10093.6,9150.4,10852,2899.2,3358.4,4283.2,4709.6,,SUNPHARMA
Total Minority Interest,19211.8,28511.9,40852.5,37908.6,38841.6,33135.4,38602.4,30170.5,30548.9,33200.9,34392.2,SUNPHARMA
Equity Method Investments,227.7,981.1,3663.8,5034.9,3001.4,2425.4,2429.6,2605.6,2660.8,3893.9,4426.1,SUNPHARMA
Inventory Method,,,,,,,,,,,,SUNPHARMA
Raw Materials Inventory,13424.1,20996.6,19428.8,21212.3,24621.2,27837.8,28608.8,32862.7,28417.5,34325.5,,SUNPHARMA
Work in Progress Inventory,5927.9,10780.4,13003.5,15467.2,14514.2,18337.1,15890.8,18292.9,20578,24973.8,,SUNPHARMA
Finished Goods Inventory,11878.1,24902.9,30852.4,30294.5,28671.6,31665.8,33300.8,37742.1,39032,44520.7,,SUNPHARMA
Other Inventory Accounts,,,940.7,1354.1,999.9,1019.1,949.5,1072.5,1223.8,1310.5,,SUNPHARMA
Land,2411.6,3792.5,4163.9,4749.1,5231.7,6507,4250.5,4425.5,6448.1,6676.1,,SUNPHARMA
Buildings,19801.6,39211.3,42048.6,45303.7,46955.7,52723.1,55814.1,57091.2,57836.1,61395.4,,SUNPHARMA
Machinery,41285.3,86171.5,74725.4,81800.9,94014.2,105410.9,117355.4,124280.7,132030.5,139644.9,,SUNPHARMA
Construction in Progress,8415.4,15317.7,12034.6,15647.6,14344.7,9107.9,6589.1,9365.2,7975.1,9633.5,,SUNPHARMA
Leasehold Improvements,156.3,175.9,253.9,248.5,,,,,,,,SUNPHARMA
Full Time Employees,30000,33000,30000,30000,32000,32000,36000,37000,38000,41000,,SUNPHARMA
"Assets under Cap. Lease, Gross",,758.4,1601.6,1567.4,1769.3,2372.5,,,,,,SUNPHARMA
"Assets under Cap. Lease, Accum. Depr.",,-746.4,-870.4,-932.4,-1069,-1211.4,,,,,,SUNPHARMA
"Assets on Oper. Lease, Gross",230.9,259.4,239.1,324.6,793.6,541.2,565.4,,,,,SUNPHARMA
"Assets on Oper. Lease, Accum. Depr.",-44.1,-65.8,-57.8,-88.7,-311.1,-221.1,-231.5,,,,,SUNPHARMA
Accum. Allowance for Doubtful Accts,166.9,1276.8,1955.7,2109.1,3142.9,2246.1,2513.7,2410.4,4766.2,4149.3,,SUNPHARMA
Filing Date,,,,,,,,,,,,SUNPHARMA
Restatement Type,,,,,,,,,,,,SUNPHARMA
Calculation Type,,,,,,,,,,,,SUNPHARMA
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,SUNPHARMA
,,,,,,,,,,,,SUNPHARMA
Cash And Equivalents,144418.4,185560.4,62950,35970,48830,72240,86460,68580,124880,71230,90160,TCS
Short Term Investments,11584.7,14926,225320,416060,377210,343980,268500,296060,321090,384030,350840,TCS
Total Cash & ST Investments,156003.1,200486.4,288270,452030,426040,416220,354960,364640,445970,455260,441000,TCS
Accounts Receivable,222360.1,242650.2,280650,278250,316290,357410,405560,404920,460580,555700,594230,TCS
Other Receivables,11765.7,8705.6,5780,12290,12700,38570,21260,21250,19690,17770,22030,TCS
Notes Receivable,6010.3,3211.8,27430,29090,32050,80290,84750,114720,64450,13250,4910,TCS
Total Receivables,240136.1,254567.6,313860,319630,361040,476270,511570,540890,544720,586720,621170,TCS
Inventory,152.1,160.7,160,210,260,100,50,80,200,280,280,TCS
Prepaid Exp.,11225.3,15121.3,13760,15090,11370,6640,15130,46790,30120,15140,20550,TCS
Restricted Cash,,,4400,1220,2220,1960,2150,2090,2260,,,TCS
Other Current Assets,21460.3,17794,11680,14980,11310,20120,18510,38310,59830,45300,46840,TCS
Total Current Assets,428976.9,488130,632130,803160,812240,921310,902370,992800,1083100,1102700,1129840,TCS
"Gross Property, Plant & Equipment",163308.8,193903.2,209780,224320,239980,254850,366120,372170,391410,411380,433030,TCS
Accumulated Depreciation,-61275.9,-72478.3,-93370,-108340,-125040,-141110,-167710,-175480,-195260,-221140,-244770,TCS
"Net Property, Plant & Equipment",102032.9,121424.9,116410,115980,114940,113740,198410,196690,196150,190240,188260,TCS
Long-term Investments,37525.2,6692.6,7580,2040,1160,580,3900,7570,12680,13710,22800,TCS
Goodwill,23774.5,21686.1,16690,15970,17450,17000,17100,17980,17870,18580,18320,TCS
Other Intangibles,1320.7,934.4,1340,470,120,1790,2830,4800,11010,8670,5100,TCS
Accounts Receivable Long-Term,,,,2100,3210,6760,5950,5780,3710,5630,4380,TCS
Loans Receivable Long-Term,1354.1,121.8,24720,90,19750,600,290,290,3110,1730,20,TCS
"Deferred Tax Assets, LT",4200.6,5939.4,29080,28280,34490,26560,28280,39310,37080,33070,34030,TCS
"Deferred Charges, LT",,,,,950,1740,2860,2280,1500,1140,2470,TCS
Other Long-Term Assets,72192.9,91679.6,63010,64430,58650,59350,47000,40090,48930,61040,59270,TCS
Total Assets,671377.8,736608.8,890960,1032520,1062960,1149430,1208990,1307590,1415140,1436510,1464490,TCS
LIABILITIES,,,,,,,,,,,,TCS
Accounts Payable,55360.2,88309.3,75410,49050,50940,62920,67400,22370,80450,105150,99810,TCS
Accrued Exp.,22647.8,25577.9,30960,46110,67400,81450,95320,173290,172060,150310,146090,TCS
Short-term Borrowings,1270.9,1855.6,1130,2000,1810,,,,,,,TCS
Curr. Port. of LT Debt,4.7,4.7,,,,,,,,,,TCS
Curr. Port. of Leases,420.5,574,490,180,120,180,12680,12920,14500,14850,15050,TCS
Curr. Income Taxes Payable,13552.3,14950.2,8050,14120,14210,26670,37120,62430,79210,93450,114330,TCS
"Unearned Revenue, Current",10507.3,10623.1,13590,13980,20320,32870,37220,45640,46690,49800,51490,TCS
Other Current Liabilities,52939.4,61287.6,26060,19680,23480,16750,20860,24900,30600,22020,34270,TCS
Total Current Liabilities,156703.1,203182.4,155690,145120,178280,220840,270600,341550,423510,435580,461040,TCS
Long-Term Debt,10.5,5.8,,,,,,,,,,TCS
Long-Term Leases,1262.1,1136.9,830,710,540,440,69060,65030,63680,62030,65160,TCS
"Unearned Revenue, Non-Current",,,,,5030,8440,6970,11970,11100,10030,4820,TCS
Pension & Other Post-Retire. Benefits,2749.1,2033.9,2370,2450,2900,3300,4170,7490,6770,5360,6860,TCS
"Def. Tax Liability, Non-Curr.",3088,3429.6,8050,9190,11700,10420,7790,7670,5900,7920,9770,TCS
Other Non-Current Liabilities,8537.5,9195,9750,9250,9210,7000,2910,2800,5720,3530,3650,TCS
Total Liabilities,172350.3,218983.6,176690,166720,207660,250440,361500,436510,516680,524450,551300,TCS
Common Stock,1958.7,1958.7,1970,1970,1910,3750,3750,3700,3660,3660,3620,TCS
Additional Paid In Capital,19188.7,19188.7,19190,19190,,,,,,,,TCS
Retained Earnings,453205.8,468297.5,668470,819350,830140,868890,808060,825580,856070,866740,864270,TCS
Treasury Stock,,,,,,,,,,,,TCS
Comprehensive Inc. and Other,17594.4,16902.7,21090,21630,19230,21820,29450,35050,31660,33840,37000,TCS
Total Common Equity,491947.6,506347.6,710720,862140,851280,894460,841260,864330,891390,904240,904890,TCS
Minority Interest,7079.9,11277.6,3550,3660,4020,4530,6230,6750,7070,7820,8300,TCS
Total Equity,499027.5,517625.2,714270,865800,855300,898990,847490,871080,898460,912060,913190,TCS
Total Liabilities And Equity,671377.8,736608.8,890960,1032520,1062960,1149430,1208990,1307590,1415140,1436510,1464490,TCS
Supplemental Items,,,,,,,,,,,,TCS
Total Shares Out. on Filing Date,3917.5,3917.5,3940.9,3940.9,3828.6,3752.4,3752.4,3699.1,3659.1,3659.1,3618.1,TCS
Total Shares Out. on Balance Sheet Date,3917.5,3917.5,3940.9,3940.9,3828.6,3752.4,3752.4,3699.1,3659.1,3659.1,3618.1,TCS
Book Value/Share,125.6,129.3,180.3,218.8,222.3,238.4,224.2,233.7,243.6,247.1,250.1,TCS
Tangible Book Value,466852.4,483727.1,692690,845700,833710,875670,821330,841550,862510,876990,881470,TCS
Tangible Book Value/Share,119.2,123.5,175.8,214.6,217.8,233.4,218.9,227.5,235.7,239.7,243.6,TCS
Total Debt,2968.7,3577,2450,2890,2470,620,81740,77950,78180,76880,80210,TCS
Net Debt,-153034.4,-196909.4,-285820,-449140,-423570,-415600,-273220,-286690,-367790,-378380,-360790,TCS
Debt Equiv. of Unfunded Proj. Benefit Obligation,2327.4,-862.1,-310,880,780,2280,2740,770,-6110,-15370,-17190,TCS
Debt Equivalent Oper. Leases,112530.4,124326.4,133760,293440,313760,340960,216160,170480,171120,212400,248000,TCS
Total Minority Interest,7079.9,11277.6,3550,3660,4020,4530,6230,6750,7070,7820,8300,TCS
Inventory Method,,,,,,,,,,,,TCS
Raw Materials Inventory,83.2,121.7,90,200,250,90,50,80,170,230,280,TCS
Finished Goods Inventory,49,21.6,,10,,,,,30,50,,TCS
Other Inventory Accounts,19.9,17.4,70,,10,10,,,,,,TCS
Land,5627.1,5648.5,3480,3480,3480,3450,3470,3510,3520,3540,3540,TCS
Buildings,35254.1,48303.7,61190,67080,71020,74290,77190,77770,78290,80660,82800,TCS
Machinery,77843.9,95506.9,110010,118620,130130,143450,159510,180280,195500,212510,224420,TCS
Construction in Progress,31684.8,27663.7,16700,15410,12780,9630,9060,9260,12050,12340,15640,TCS
Leasehold Improvements,12898.9,16780.4,18400,19730,22570,24030,24270,25020,25690,26730,27770,TCS
Full Time Employees,300464,319656,353843,387223,394998,424285,448464,488649,592195,614795,601546,TCS
Accum. Allowance for Doubtful Accts,2982,4476.1,5740,3570,4640,5460,5550,5570,4650,5380,5520,TCS
Order Backlog,,,,,,,,,,,42700,TCS
Filing Date,,,,,,,,,,,,TCS
Restatement Type,,,,,,,,,,,,TCS
Calculation Type,,,,,,,,,,,,TCS
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,TCS
,,,,,,,,,,,,TCS
Cash And Equivalents,7252.4,5442.4,5010.3,5657.2,9334.9,9670.2,11216.7,20419.9,14979.7,15395.6,23198.3,TATACONSUM
Short Term Investments,159.7,92.6,1943.5,1849,3099.4,772.4,5030.4,10419.2,11443.7,13881.4,1407.6,TATACONSUM
Trading Asset Securities,,,,8.8,5685.3,5831.6,8335.5,3231.6,1980.3,6626.9,2424,TATACONSUM
Total Cash & ST Investments,7412,5535,6953.8,7515,18119.6,16274.2,24582.6,34070.7,28403.7,35903.9,27029.9,TATACONSUM
Accounts Receivable,6543.5,6160.9,5924.3,5924.5,6482.8,6805.5,9234.9,7623.6,8362.9,7995.5,8980.7,TATACONSUM
Other Receivables,277,296.6,447.2,559.4,1002.4,607.8,2846.4,2785.5,3107.7,4497.6,4451.1,TATACONSUM
Notes Receivable,6742.9,5797.5,6011.8,2775.7,2722.5,2450.1,1165.4,1851.2,6599.4,5297.2,3344.9,TATACONSUM
Total Receivables,13563.3,12255,12383.3,9259.6,10207.7,9863.4,13246.7,12260.3,18070,17790.3,16776.7,TATACONSUM
Inventory,15184.6,16253,16290.1,14529.6,14483.1,16098.6,17120.3,22491.6,22665.1,27016.7,27693.5,TATACONSUM
Prepaid Exp.,290.9,320.9,417.1,,,,584,628.6,777.2,846.2,1071.7,TATACONSUM
Other Current Assets,2116.5,1747.5,1380.9,2235.2,2539.7,3243.5,1287,1035.1,1440.8,1528.7,1694.5,TATACONSUM
Total Current Assets,38567.3,36111.4,37425.2,33539.4,45350.1,45479.7,56820.6,70486.3,71356.8,83085.8,74266.3,TATACONSUM
"Gross Property, Plant & Equipment",19664.1,20513.2,19567.2,18437.8,20600,24822.3,29897.7,32227.1,36596.9,39548.7,44302.3,TATACONSUM
Accumulated Depreciation,-11500.6,-12245.3,-11922.3,-10893.7,-11907.7,-12601.3,-14012.5,-15204.6,-15915,-16800.5,-17758.2,TATACONSUM
"Net Property, Plant & Equipment",8163.6,8267.9,7644.9,7544.1,8692.3,12221,15885.2,17022.5,20681.9,22748.2,26544.1,TATACONSUM
Long-term Investments,6078.7,5473.1,11225.2,12846.9,5937.2,6045,4893,4827.3,5992.5,6782.3,6319.1,TATACONSUM
Goodwill,41882.4,38921.2,37095.5,34979.1,37235,37850.7,73338.3,75965.7,77541.1,80253.8,103342.8,TATACONSUM
Other Intangibles,2359.8,2499.5,2271.8,3148,2902.8,2789.5,27790,28039.9,27919.3,28499.6,63440.3,TATACONSUM
Accounts Receivable Long-Term,,,,,,,74.9,71.6,59.3,63.4,53.7,TATACONSUM
Loans Receivable Long-Term,749.3,1021.1,587.2,587,210.2,170.9,225,218.7,140.1,125.2,69.8,TATACONSUM
"Deferred Tax Assets, LT",869.1,542.5,1168.4,619.8,1317.7,580.4,295.6,380.5,427.2,486.4,1421.5,TATACONSUM
Other Long-Term Assets,1313.6,2281.6,2697.8,2869.6,4276.8,4250,5703.4,5546.2,7057.7,6066.6,4751.8,TATACONSUM
Total Assets,99983.7,95118.3,100116,96133.9,105922.1,109387.2,185026,202558.7,211175.9,228111.3,280209.4,TATACONSUM
LIABILITIES,,,,,,,,,,,,TATACONSUM
Accounts Payable,7688.8,7593.7,6773,7377.6,7057.3,6649,9439.9,16254.7,19158.5,23481.8,27071.5,TATACONSUM
