Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Cash from Investing,-730700,-648980,-361900,-662920,-682900,-951280,-725200,-1424090,-1101030,-912350,-1143010,RELIANCE
Short Term Debt Issued,139370,,,83340,27130,264020,250950,,,311980,,RELIANCE
Long-Term Debt Issued,282150,294130,346730,317280,369700,802990,286650,332110,593430,359360,696100,RELIANCE
Total Debt Issued,421520,294130,346730,400620,396830,1067010,537600,332110,593430,671340,696100,RELIANCE
Short Term Debt Repaid,,-64440,-40040,,,,,-296810,-88460,,-252930,RELIANCE
Long-Term Debt Repaid,-198350,-54650,-176890,-185420,-198130,-202450,-192410,-882620,-427790,-304650,-375380,RELIANCE
Total Debt Repaid,-198350,-119090,-216930,-185420,-198130,-202450,-192410,-1179430,-516250,-304650,-628310,RELIANCE
Issuance of Common Stock,2000,2430,2910,6960,1400,1190,190,132150,397670,400,70,RELIANCE
Common Dividends Paid,-31230,-32680,-60390,-530,-32550,-35540,-45920,-39210,-42970,-50830,-60890,RELIANCE
Total Dividends Paid,-31230,-32680,-60390,-530,-32550,-35540,-45920,-39210,-42970,-50830,-60890,RELIANCE
Special Dividend Paid,,,,,,,,,,,,RELIANCE
Other Financing Activities,-56810,-60350,-104420,-135460,-187560,-271150,-324870,1773420,-258990,-211710,-173430,RELIANCE
Cash from Financing,137130,84440,-32100,86170,-20010,559060,-25410,1019040,172890,104550,-166460,RELIANCE
Misc. Cash Flow Adj.,,1920,40,910,980,6210,230,240,9410,-17660,7200,RELIANCE
Net Change in Cash,-160960,-218880,-12620,-80340,12660,37450,198390,-135230,187810,324860,285610,RELIANCE
Supplemental Items,,,,,,,,,,,,RELIANCE
Cash Interest Paid,56190,61490,92240,129200,176690,233380,285080,183400,263490,216500,371730,RELIANCE
Cash Taxes Paid,62130,64350,98020,100830,105050,129190,83860,32130,37970,62970,119610,RELIANCE
Levered Free Cash Flow,-201530,-102518.8,309043.8,-94235,-188909.6,-826412.4,254636.6,-1930102.3,90346.2,-520890,-559001.3,RELIANCE
Unlevered Free Cash Flow,-185861.3,-86981.3,325356.4,-74503.8,-143622.1,-731118.6,378767.8,-1818183.6,180583.8,-402402.5,-414513.8,RELIANCE
Change in Net Working Capital,-149160,-267440,-492710,-371360,-131110,407680,-501180,1359940,-388970,36040,90260,RELIANCE
Net Debt Issued,223170,175040,129800,215200,198700,864560,345190,-847320,77180,366690,67790,RELIANCE
Filing Date,,,,,,,,,,,,RELIANCE
Restatement Type,,,,,,,,,,,,RELIANCE
Calculation Type,,,,,,,,,,,,RELIANCE
,,,,,,,,,,,,RELIANCE
Net Income,7164.1,8102.7,8370.1,9544.2,11503.9,13268,14221.8,14558.5,15060,17205.7,18937.8,SBILIFE
Depreciation & Amort.,3,3,2.9,475.6,593.1,917,900.3,994,749,576.4,,SBILIFE
"Depreciation & Amort., Total",3,3,2.9,475.6,593.1,917,900.3,994,749,576.4,,SBILIFE
Other Amortization,,,,,,,,,,101.5,,SBILIFE
Other Operating Activities,-5502.7,19009.1,49406.4,75231.3,91852.7,120543.7,177863.7,223224,202710.4,268676.8,272280.7,SBILIFE
Cash from Ops.,1664.4,27114.9,57779.4,85251.2,103949.7,134728.6,192985.9,238776.4,218519.4,286560.5,291218.5,SBILIFE
Capital Expenditures,-515.4,-248.7,-1812.8,-1484.7,-1074.4,-1423.9,-809.9,-1045.2,-557.9,-632,-1143.9,SBILIFE
"Sale of Property, Plant and Equipment",1.5,1.6,33.4,2.9,7,11.8,1.7,1.3,0.6,5.8,1.9,SBILIFE
Cash Acquisitions,,,,,,,,,,,,SBILIFE
Divestitures,,,,,,,,,,,,SBILIFE
Net Cash from Investments,-32840.8,-33031,-109325.2,-136614.3,-147988,-203349.9,-250657.7,-298344.5,-332508.2,-431870.3,-466486.9,SBILIFE
Net (Increase)/Decrease in Loans Orig/Sold,-4.5,-11.1,-1221.5,-545.2,78.8,4.5,-1868.7,448.2,-208.8,-259.9,4.7,SBILIFE
Deferred Charges,,,,,,,,,,,,SBILIFE
Total Other Investing Activities,26275,31506.9,40288.7,48328.9,59878.5,69228.9,83465.5,106913.1,117164.1,130726.5,155410.9,SBILIFE
Cash from Investing,-7084.2,-1782.4,-72037.3,-90312.4,-89098.1,-135528.6,-169869,-192027.1,-216110.1,-302030,-312213.3,SBILIFE
Short Term Debt Issued,,,,,,,,,,,,SBILIFE
Long-Term Debt Issued,,,,,,,,,,,,SBILIFE
Total Debt Issued,,,,,,,,,,,,SBILIFE
Short Term Debt Repaid,,,,,,,,,,,,SBILIFE
Long-Term Debt Repaid,,,,,,,,,,,,SBILIFE
Total Debt Repaid,,,,,,,,,,,,SBILIFE
Issuance of Common Stock,,,,,,,14.8,26.5,190,351.5,430.5,SBILIFE
Common Dividends Paid,-500,-1000,-1200,-1200,-1500,-1999.5,-1999.6,,-2500.1,-4502.4,-2703.7,SBILIFE
Total Dividends Paid,-500,-1000,-1200,-1200,-1500,-1999.5,-1999.6,,-2500.1,-4502.4,-2703.7,SBILIFE
Annuity Receipts,,,,,,,,,,,,SBILIFE
Annuity Payments,,,,,,,,,,,,SBILIFE
Special Dividend Paid,,,,,,,,,,,,SBILIFE
Other Financing Activities,-81.1,-170,-239.9,-244.3,-712.5,-411.1,0,0,,,,SBILIFE
Cash from Financing,-581.1,-1170,-1439.9,-1444.3,-2212.5,-2410.6,-1984.8,26.5,-2310.1,-4151,-2273.2,SBILIFE
Foreign Exchange Rate Adj.,,,,-5.2,1.5,4.6,5.1,-5.9,,,,SBILIFE
Misc. Cash Flow Adj.,,,,,,,,0,,0,,SBILIFE
Net Change in Cash,-6000.9,24162.5,-15697.8,-6510.8,12640.5,-3206.1,21137.2,46769.9,99.2,-19620.5,-23268,SBILIFE
Supplemental Items,,,,,,,,,,,,SBILIFE
Cash Taxes Paid,1955.5,2722.3,3692.6,4437.1,5531,6507.4,5987.7,5708,7170.5,7993.7,8775.8,SBILIFE
Levered Free Cash Flow,6162.8,6839.5,9841.7,9452.7,8714.9,10362.5,2785.3,14764,13026.6,15227.8,-25747.1,SBILIFE
Unlevered Free Cash Flow,6192.4,6866.3,9872.2,9485.2,8752.8,10410.5,2838.3,14816,13089.2,15290.8,-25747.1,SBILIFE
Change In Net Working Capital,-1644.9,-1244.5,-5402.3,-3248.3,-305.9,-609.7,8495.5,-4562,-2284.1,-3264.3,37589.4,SBILIFE
Filing Date,,,,,,,,,,,,SBILIFE
Restatement Type,,,,,,,,,,,,SBILIFE
Calculation Type,,,,,,,,,,,,SBILIFE
,,,,,,,,,,,,SBILIFE
Net Income,13579.4,10284.4,11836.2,12656.3,25489.3,25756.8,25122.7,24988.3,27211,60110.4,73663.8,SHRIRAMFIN
Depreciation & Amort.,309.9,418,366.5,339.5,359.2,419.4,1397.9,1360.2,1338,2291.5,5876,SHRIRAMFIN
Amort. of Goodwill and Intangibles,0,0,0,0,0,,,,,3654.8,,SHRIRAMFIN
"Depreciation & Amort., Total",309.9,418,366.6,339.5,359.2,419.4,1397.9,1360.2,1338,5946.3,5876,SHRIRAMFIN
Other Amortization,179.9,206.6,155.3,131.9,9.1,10.3,12.6,13.4,15.7,60.6,,SHRIRAMFIN
(Gain) Loss On Sale of Assets,-30.7,3.9,3.5,2.7,-1231.7,5.1,-11.7,6.5,7.9,10,-12.5,SHRIRAMFIN
(Gain) Loss On Sale Of Invest.,-6.4,-14.6,-13.9,-10.3,-817.8,25.2,244.2,-270.9,-2388.3,-3908,-6621.6,SHRIRAMFIN
Total Asset Writedown,,,,,11.9,-749,-6,-2.2,18.4,320.1,97.8,SHRIRAMFIN
Provision for Credit Losses,12130.4,16122.2,21067.9,24443.2,17162.8,24505.1,27488.7,31282.9,38650.2,41327.5,45120.1,SHRIRAMFIN
Stock-Based Compensation,1.1,5.5,-3.9,0.4,-3.1,,,,,1680.3,104.7,SHRIRAMFIN
Change in Acc. Payable,-733.8,-195,0.2,277.9,935,-863.1,103.8,,,,,SHRIRAMFIN
Change in Other Net Operating Assets,-65978.6,-123241.4,-89015.3,-64531.3,-177547.9,-102961.9,-72230.7,-126551.5,-163476.4,-270605.1,-425721.7,SHRIRAMFIN
Other Operating Activities,-50.8,283.3,538.3,-82.9,4213.1,-1497.7,-6757.3,26785.6,10033.3,-11194.6,-3520.5,SHRIRAMFIN
Cash from Ops.,-40599.7,-96126.9,-55065.1,-26772.5,-131420.1,-55349.8,-24635.8,-42387.7,-88590.2,-176252.5,-311013.9,SHRIRAMFIN
Capital Expenditures,-1122.1,-434.3,-372.2,-178.7,-664.3,-779.7,-578,-258.2,-357.5,-1965.9,-1854.1,SHRIRAMFIN
"Sale of Property, Plant and Equipment",51.6,6.5,7.3,4.7,7.3,18.3,26,9.4,14.2,35.5,56.8,SHRIRAMFIN
Cash Acquisitions,,,,,,,,,,,,SHRIRAMFIN
Divestitures,,,,,1563.8,,,,,,,SHRIRAMFIN
Purchase/Sale of Intangibles,,,,,,,,,,,-800.8,SHRIRAMFIN
Purch./Sale of Real-Estate Prop.,,,,,,,,,,,16,SHRIRAMFIN
Net Cash from Investments,,,,159.1,,,,,,,,SHRIRAMFIN
Net (Increase)/Decrease in Loans Orig/Sold,,,,,,,,,,,,SHRIRAMFIN
Deferred Charges,,,,,,,,,,,,SHRIRAMFIN
Total Other Investing Activities,,,,,,,,,,,,SHRIRAMFIN
Cash from Investing,-1070.5,-427.9,-364.9,-15,906.8,-761.4,-552,-248.8,-343.3,-1930.4,-2582.1,SHRIRAMFIN
Short Term Debt Issued,,,,,,,,,,,,SHRIRAMFIN
Long-Term Debt Issued,220470.3,275621.3,220699.6,294978.4,633385.6,682424.2,561420.4,491161.9,581157.9,748745.9,1060506.2,SHRIRAMFIN
Total Debt Issued,220470.3,275621.3,220699.6,294978.4,633385.6,682424.2,561420.4,491161.9,581157.9,748745.9,1060506.2,SHRIRAMFIN
Short Term Debt Repaid,,,,,,,,,,,,SHRIRAMFIN
Long-Term Debt Repaid,-168270.2,-194980.8,-189744.7,-262082.6,-496485.3,-641497.8,-520703.8,-430069.9,-566486.8,-688181.2,-846867.2,SHRIRAMFIN
Total Debt Repaid,-168270.2,-194980.8,-189744.7,-262082.6,-496485.3,-641497.8,-520703.8,-430069.9,-566486.8,-688181.2,-846867.2,SHRIRAMFIN
Issuance of Common Stock,0.7,,,,,,,14921.9,25000,129.3,304.6,SHRIRAMFIN
Common Dividends Paid,-1588.1,-1815.1,-2268.8,-2268.8,-2495.7,-2471.6,-2723.8,-1525.9,-8518.1,-5628,-18750.7,SHRIRAMFIN
Total Dividends Paid,-1588.1,-1815.1,-2268.8,-2268.8,-2495.7,-2471.6,-2723.8,-1525.9,-8518.1,-5628,-18750.7,SHRIRAMFIN
Special Dividend Paid,,,,,,,,,,,,SHRIRAMFIN
Other Financing Activities,-514.7,-461.2,-461.9,-461.9,-4260.3,17040.7,7793.5,47767.9,53895.6,63129.1,80898.3,SHRIRAMFIN
Cash from Financing,50097.9,78364.2,28224.2,30165.1,130144.2,55495.5,45786.3,122255.9,85048.6,118195.1,276091.2,SHRIRAMFIN
Misc. Cash Flow Adj.,,,,,-47.8,,,,,52691.8,,SHRIRAMFIN
Net Change in Cash,8427.8,-18190.6,-27205.8,3377.6,-416.9,-615.7,20598.5,79619.4,-3884.9,-7296,-37504.8,SHRIRAMFIN
Supplemental Items,,,,,,,,,,,,SHRIRAMFIN
Cash Interest Paid,,,,,52001.1,58130.3,76088.5,77451.9,85880.9,115556.7,136338.1,SHRIRAMFIN
Cash Taxes Paid,6446,6263.5,5980.2,7268.9,9231.8,14037.1,11209.9,12587.5,11519.4,32665.7,34424.9,SHRIRAMFIN
Net Debt Issued,52200.1,80640.5,30954.9,32895.8,136900.3,40926.4,40716.6,61092,14671.1,60564.7,213639,SHRIRAMFIN
Filing Date,,,,,,,,,,,,SHRIRAMFIN
Restatement Type,,,,,,,,,,,,SHRIRAMFIN
Calculation Type,,,,,,,,,,,,SHRIRAMFIN
,,,,,,,,,,,,SHRIRAMFIN
Net Income,141737.8,169943,122246,2412.3,-45562.9,22996.4,197678,224054.6,353738.8,556481.7,670846.7,SBIN
Depreciation & Amort.,19424.3,15814.9,22522.1,29146.8,31050.7,34958.9,36615.6,37110.6,36912.7,36956,38491.2,SBIN
"Depreciation & Amort., Total",19424.3,15814.9,22522.1,29146.8,31050.7,34958.9,36615.6,37110.6,36912.7,36956,38491.2,SBIN
(Gain) Loss On Sale of Assets,462.4,512.9,92,438.1,-51035.7,-4341.2,-55452.9,-12950.9,66.6,290.3,252.1,SBIN
(Gain) Loss On Sale Of Invest.,-9509.7,-24491.2,4726.4,1349.4,92979.1,15180.4,6265.2,28261.4,39175.2,64064.9,-54969,SBIN
Asset Writedown,,,351111.9,559167.5,715259.9,552535.7,438488.9,297326.5,158459,108268.8,122418.7,SBIN
Provision for Credit Losses,199061.7,251167.8,22842.2,21916.3,-35845.6,205.1,-2913.7,36013.2,45818.1,56415.1,-12644.7,SBIN
(Income) Loss on Equity Invest.,-3200.2,-3318.3,-2833.4,-2971.4,-4536.2,-2932,-29778.1,3887.1,-8302.1,-11941.1,-14107.3,SBIN
Change in Other Net Operating Assets,-2261056.5,-2350668.5,-2385632.6,-3364071.5,-2765135.5,-2489965.8,-3715743.5,-4331662.1,-3896945.9,-5564843,-5502250.4,SBIN
Other Operating Activities,-10000.3,62928.8,724.6,67141.4,-116171.4,-16705.2,27930.1,205442.6,127232.3,82921.5,-11732.7,SBIN
Cash from Ops.,-1923080.7,-1878110.6,-1864201,-2685471,-2178997.5,-1888067.7,-3096910.3,-3512516.9,-3143845.1,-4671385.9,-4763695.5,SBIN
Capital Expenditures,-31785.2,-34522.9,-37756.1,-44237.1,,-30055.1,-30650.1,-39098.3,-33052.6,-40436.3,-41751.3,SBIN
"Sale of Property, Plant and Equipment",,,,,66018.3,,,818,2543.4,,,SBIN
Cash Acquisitions,-2198,,,,-7906.6,-635.3,-60310.6,-31769.4,-5827.6,,-821.6,SBIN
Divestitures,,13.7,995.3,15859.3,52391.4,4664.8,55736.3,32655.4,119.7,,,SBIN
Net Cash from Investments,-1404.6,,,,,,,,,,,SBIN
Net (Increase)/Decrease in Loans Orig/Sold,,,,,,,,,,,,SBIN
Deferred Charges,,,,,,,,,,,,SBIN
Total Other Investing Activities,22.9,205.2,75.2,56.6,154.6,17457.9,1987.5,32,32,26.6,55.7,SBIN
Cash from Investing,-35364.9,-34304.1,-36685.6,-28321.2,110657.7,-8567.7,-33236.9,-37362.3,-36185.1,-40409.7,-42517.2,SBIN
Short Term Debt Issued,,,,,,,,,,,,SBIN
Long-Term Debt Issued,22910.4,11421.8,61383.6,,,33776,84958.2,274310,140740,195330.9,201646.5,SBIN
Total Debt Issued,22910.4,11421.8,61383.6,,,33776,84958.2,274310,140740,195330.9,201646.5,SBIN
Short Term Debt Repaid,,,,,,,,,,,,SBIN
Long-Term Debt Repaid,,,,-22899.5,-121184.8,,,-168976.6,-105183,-21250,-142882,SBIN
Total Debt Repaid,,,,-22899.5,-121184.8,,,-168976.6,-105183,-21250,-142882,SBIN
Issuance of Common Stock,100060.3,29700,53845,56748.3,237824.5,,,,,0.1,,SBIN
Common Dividends Paid,-45083.8,-12363.3,-30586.6,-23374.6,-24162.7,,,,-35698.4,-63367.2,-100848.1,SBIN
Total Dividends Paid,-45083.8,-12363.3,-30586.6,-23374.6,-24162.7,,,,-35698.4,-63367.2,-100848.1,SBIN
Net Incr. (Decr.) in Deposit Accounts,2114497.4,2141084.3,2008967.8,3459531,1213918.5,2183627.8,3336195.6,4411706.2,3720793.6,3811249.1,4980019.8,SBIN
Special Dividend Paid,,,,,,,,,,,,SBIN
Other Financing Activities,-42056.2,-44291.2,-41157.5,-52438.9,-37005.5,-29299.6,-30663,-33906.7,-38303.7,-46850,-56879.2,SBIN
Cash from Financing,2150328.1,2125551.6,2052452.3,3417566.2,1269390.1,2188104.2,3390490.8,4483132.9,3682348.5,3875112.9,4881057,SBIN
Foreign Exchange Rate Adj.,27453.7,60.1,9218.4,-17397.1,13051.8,10762.9,27686.4,664,9662.7,30750.5,7759.6,SBIN
Misc. Cash Flow Adj.,,,,,6817.5,,,,,,,SBIN
Net Change in Cash,219336.2,213197,160784.2,686376.9,-779080.5,302231.6,288030,933917.7,511980.9,-805932.1,82603.9,SBIN
Supplemental Items,,,,,,,,,,,,SBIN
Cash Interest Paid,47764.1,48947.1,47978.7,52960.3,45544.3,42222.7,49080.9,50691.1,54110.1,63246.3,85892.5,SBIN
Cash Taxes Paid,126858.1,76397.5,95865.9,15390.4,81540,82959.3,149245.3,38231.4,90251.7,173249.5,312806.8,SBIN
Net Debt Issued,22910.4,11421.8,61383.6,-22899.5,-121184.8,33776,84958.2,105333.4,35557,174080.9,58764.5,SBIN
Filing Date,,,,,,,,,,,,SBIN
Restatement Type,,,,,,,,,,,,SBIN
Calculation Type,,,,,,,,,,,,SBIN
,,,,,,,,,,,,SBIN
Net Income,31414.7,45393.8,45457.1,69643.7,20957,26654.2,37649.3,29038.2,32727.3,84735.8,95763.8,SUNPHARMA
Depreciation & Amort.,3094.6,10330.1,8570.6,8522.1,10281.2,10538.2,10922.5,12465.5,12082.8,12746.6,25566.4,SUNPHARMA
Amort. of Goodwill and Intangibles,997.7,1358.8,1522.5,3887.8,4497.5,6691.1,9162.3,7830.1,9007.5,12024.3,,SUNPHARMA
"Depreciation & Amort., Total",4092.3,11688.9,10093.1,12409.9,14778.7,17229.3,20084.8,20295.6,21090.3,24770.9,25566.4,SUNPHARMA
Other Amortization,,258.3,282.2,237.6,219.7,303.2,443,503.9,435.8,533.4,,SUNPHARMA
(Gain) Loss From Sale Of Assets,9.4,267.5,-400.4,108.8,201.6,665.6,53.7,16.7,1656,227.1,1662.3,SUNPHARMA
(Gain) Loss On Sale Of Invest.,-2875.4,-1981.1,-714.5,-746,-2188.8,-1613.8,-819,-2595.8,3125.7,6.2,-921.9,SUNPHARMA
Asset Writedown & Restructuring Costs,,1001.1,6923.4,203.6,26.7,12.9,,,-88.7,-10,,SUNPHARMA
Stock-Based Compensation,,205,98.8,32.3,-1,,,,,,,SUNPHARMA
Provision & Write-off of Bad debts,158.6,416.1,1602.1,341.8,1095.9,-339.4,1068.1,43.1,175.7,2070.5,905.9,SUNPHARMA
Other Operating Activities,4721.4,-2888.1,1049.1,-7317.5,6104.8,6012.5,-1917.7,-11238.9,15132.8,-6122.4,-12248,SUNPHARMA
Change in Acc. Receivable,2222.6,-10464.2,-18102.7,-2934.5,-7730.1,-8578.4,-3740.5,937.3,-13422.6,-9531.7,3528.9,SUNPHARMA
Change In Inventories,-5452.5,1896.9,-1667.4,-3449.9,-40,-7090,2567.7,-10802.9,3069.5,-12022,5988.1,SUNPHARMA
Change in Acc. Payable,2715.6,3411.3,3624.8,7354.5,3830.4,-8544.6,-2101.1,3814.6,3699.2,11823.7,2497.2,SUNPHARMA
Change in Other Net Operating Assets,2585.3,6951.9,18613,-5062.2,1816.6,-2747,12259.4,31691.9,22244.4,-46888.2,-1392.9,SUNPHARMA
Cash from Ops.,39592,56157.4,66858.6,70822.1,39071.5,21964.5,65547.7,61703.7,89845.4,49593.3,121349.8,SUNPHARMA
Capital Expenditure,-9060,-23497.9,-34035.2,-36928.6,-19607.8,-32128.2,-15420,-11701.3,-14950.4,-20855.8,-22018.1,SUNPHARMA
"Sale of Property, Plant, and Equipment",89.2,501,706,1024.7,664.9,504.7,920.3,971,606.1,210.1,308.4,SUNPHARMA
Cash Acquisitions,,-3194.6,-10255.5,-1671.8,-855,-228,,-616,-7395.7,-46858.2,-1433.2,SUNPHARMA
Divestitures,,,,,,,,,238.4,,,SUNPHARMA
Invest. in Marketable & Equity Securt.,-11337.9,-48.8,-4097.4,-8728.8,-6768.3,17524.4,-17019.2,13732.7,-37910.7,-16436.2,9324.5,SUNPHARMA
Net (Inc.) Dec. in Loans Originated/Sold,-5341,-5310.6,74.6,292.2,-12617.2,447.4,1684.1,882.2,63.6,,-207,SUNPHARMA
Other Investing Activities,1982.1,2893.5,3891.6,3796.3,5475.3,7067.2,3946.4,2093.6,2101.3,4503.3,7123.4,SUNPHARMA
Cash from Investing,-23667.6,-28657.4,-43715.9,-42216,-33708.1,-6812.5,-25888.4,5362.2,-57247.4,-79436.8,-6902,SUNPHARMA
Short Term Debt Issued,,11982.2,1038.6,,11625.7,,2189,,1064.2,,1430.1,SUNPHARMA
Long-Term Debt Issued,24038,79183.7,82945.3,91975.6,122061.7,176975.2,105515.7,66028.7,16567.7,81597.8,45726.5,SUNPHARMA
Total Debt Issued,24038,91165.9,83983.9,91975.6,133687.4,176975.2,107704.7,66028.7,17631.9,81597.8,47156.6,SUNPHARMA
Short Term Debt Repaid,-403.8,,,-604.5,,-11273.5,,-1726.4,,-1304.9,,SUNPHARMA
Long-Term Debt Repaid,-885,-96644.8,-90764.9,-80649.9,-127811.2,-168073.7,-138934.6,-109198.7,-45285.5,-30342.5,-82286.9,SUNPHARMA
Total Debt Repaid,-1288.8,-96644.8,-90764.9,-81254.4,-127811.2,-179347.2,-138934.6,-110925.1,-45285.5,-31647.4,-82286.9,SUNPHARMA
Issuance of Common Stock,,748.7,91.3,24.8,9.1,3.8,,,,,,SUNPHARMA
Repurchase of Common Stock,,,-469.5,-27307.8,-6754.5,-6088.2,-2124.8,-559.5,,,,SUNPHARMA
Common Dividends Paid,-5175.4,-3104.8,-7216.8,-2399.2,-7981.4,-4801.8,-13791.9,-15594.7,-21589.2,-25188.8,-28981.7,SUNPHARMA
Total Dividends Paid,-5175.4,-3104.8,-7216.8,-2399.2,-7981.4,-4801.8,-13791.9,-15594.7,-21589.2,-25188.8,-28981.7,SUNPHARMA
Special Dividend Paid,,,,,,,,,,,,SUNPHARMA
Other Financing Activities,-12508.1,-4030.3,-4509.3,-3892.9,-6542,-14047,-10004.8,1245.8,-2691.8,-1000.9,-2989.6,SUNPHARMA
Cash from Financing,5065.7,-11865.3,-18885.3,-22853.9,-15392.6,-27305.2,-57151.4,-59804.8,-51934.6,23760.7,-67101.6,SUNPHARMA
Foreign Exchange Rate Adj.,1905.8,1115.9,4224.6,354.5,1472.8,3256.5,3635.2,-1296.9,1274.3,1570.7,-739.9,SUNPHARMA
Misc. Cash Flow Adj.,,12518,,,1197.3,455.2,,,414.5,5666.9,12.9,SUNPHARMA
Net Change in Cash,22895.9,29268.6,8482,6106.7,-7359.1,-8441.5,-13856.9,5964.2,-17647.8,1154.8,46619.2,SUNPHARMA
Supplemental Items,,,,,,,,,,,,SUNPHARMA
Cash Interest Paid,229.6,3503.9,3013.9,3338.3,4765.2,4606.6,2718.9,1442.5,732.1,992.4,2190.3,SUNPHARMA
Cash Taxes Paid,8769.2,17931.6,21354.3,21061.2,9041.4,9849,16293.6,10029.4,-9692.2,15098.4,15694.4,SUNPHARMA
Levered Free Cash Flow,17165.9,13620.5,10500.9,29032.5,34918.6,-39737.3,36586.5,84288.6,75637.3,7904.8,75416.4,SUNPHARMA
Unlevered Free Cash Flow,17290.6,15500,13434.9,31257.6,37987.3,-36296.2,38478.6,85172.5,76433.2,8979.8,76906.8,SUNPHARMA
Change in Net Working Capital,21786.1,16690.5,10120.1,-1931.2,-17035.1,51308.7,-2447.2,-35901.7,-18937.7,53623.4,-8168.8,SUNPHARMA
Net Debt Issued,22749.2,-5478.9,-6781,10721.2,5876.2,-2372,-31229.9,-44896.4,-27653.6,49950.4,-35130.3,SUNPHARMA
Filing Date,,,,,,,,,,,,SUNPHARMA
Restatement Type,,,,,,,,,,,,SUNPHARMA
Calculation Type,,,,,,,,,,,,SUNPHARMA
,,,,,,,,,,,,SUNPHARMA
Net Income,191638.7,198521.8,242700,262890,258260,314720,323400,324300,383270,421470,459080,TCS
Depreciation & Amort.,12839.8,12472,17910,19060,19770,20170,34400,40010,42490,45260,45060,TCS
Amort. of Goodwill and Intangibles,651.7,617.4,970,810,370,390,890,640,3550,4960,4790,TCS
"Depreciation & Amort., Total",13491.5,13089.4,18880,19870,20140,20560,35290,40650,46040,50220,49850,TCS
(Gain) Loss From Sale Of Assets,-45.5,-25.4,-50,-30,-250,-840,-460,-130,-230,-260,-70,TCS
(Gain) Loss On Sale Of Invest.,-1730.9,-2317,-4650,-6420,-9060,-4270,-2140,-2040,-1980,-2240,-3120,TCS
Provision & Write-off of Bad debts,852.5,1710.6,1350,1250,2060,1870,1440,2010,1350,1400,1140,TCS
Other Operating Activities,-22184.3,-24763.8,-17700,-19020,-18390,-24420,12830,14600,-1270,-8770,5320,TCS
Change in Acc. Receivable,-48274,-19452.8,-29870,-8590,-32740,-15970,-38030,10590,-51440,-76830,-33320,TCS
Change In Inventories,59.4,-8.6,,,-50,160,50,-30,-120,-80,,TCS
Change in Acc. Payable,16666.7,34051.1,-20390,-2010,-3460,14960,4460,-930,1860,20360,-6320,TCS
Change in Unearned Rev.,,,2620,800,11040,6790,3750,10910,-1030,390,-7400,TCS
Change in Other Net Operating Assets,-2960,-7117.5,-1800,3490,23120,-27630,-16900,-11910,23040,13990,-21780,TCS
Cash from Ops.,147514.1,193687.8,191090,252230,250670,285930,323690,388020,399490,419650,443380,TCS
Capital Expenditure,-31261.5,-29492,-19870,-19890,-18620,-20530,-25380,-27190,-24830,-25320,-22020,TCS
"Sale of Property, Plant, and Equipment",138.3,67,220,360,580,990,1610,370,310,370,170,TCS
Cash Acquisitions,-4524.1,-3381.2,,,,-500,,,,,,TCS
Divestitures,,,,,,,,,,,,TCS
Sale (Purchase) of Intangible assets,,,-30,0,,-1780,-1920,-3560,-4970,-3550,-4350,TCS
Invest. in Marketable & Equity Securt.,-83540.9,-4094.2,-33940,-185870,43830,40680,83890,-46700,-55190,-53540,48110,TCS
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,TCS
Other Investing Activities,22517.4,19887.2,2120,38080,3070,-2900,27450,-4210,75710,82430,38350,TCS
Cash from Investing,-96670.8,-17013.2,-51500,-167320,28860,15960,85650,-81290,-8970,390,60260,TCS
Short Term Debt Issued,84.4,434.1,,870,,,,,,,,TCS
Long-Term Debt Issued,1176.7,,,,,,,,,,,TCS
Total Debt Issued,1261.1,434.1,,870,,,,,,,,TCS
Short Term Debt Repaid,,,-730,,-190,-1810,,,,,,TCS
Long-Term Debt Repaid,-1412.6,-4.7,-600,-660,-240,-130,-10620,-13360,-14170,-15150,-16140,TCS
Total Debt Repaid,-1412.6,-4.7,-1330,-660,-430,-1940,-10620,-13360,-14170,-15150,-16140,TCS
Repurchase of Common Stock,,,,,-160000,-160000,,-197260,-180000,-41920,-209590,TCS
Repurchase of Preferred Stock,-1000,,,,,,,,,,,TCS
Common Dividends Paid,-54610.7,-91569.1,-79930,-91620,-92840,-100850,-318960,-108500,-133170,-413470,-251370,TCS
Pref. Dividends Paid,-190,-286.8,,,,,,,,,,TCS
Total Dividends Paid,-54800.7,-91855.9,-79930,-91620,-92840,-100850,-318960,-108500,-133170,-413470,-251370,TCS
Special Dividend Paid,,-78348.7,,,,,,,,,,TCS
Other Financing Activities,-780.2,-1900.9,-15400,-18850,-15580,-16180,-69570,-7220,-8470,-8240,-8260,TCS
Cash from Financing,-56732.4,-171676.1,-96660,-110260,-268850,-278970,-399150,-326340,-335810,-478780,-485360,TCS
Foreign Exchange Rate Adj.,2154.1,-1058.2,1400,-1630,2180,490,4030,1730,1590,5090,650,TCS
Net Change in Cash,-3735,3940.3,44330,-26980,12860,23410,14220,-17880,56300,-53650,18930,TCS
Supplemental Items,,,,,,,,,,,,TCS
Cash Interest Paid,380.6,1049.8,200,200,400,1860,9240,6340,6980,7790,6990,TCS
Cash Taxes Paid,70436.3,74817.6,90640,97310,90510,112970,115840,90920,114860,129660,124890,TCS
